mission_id,real_arrival_km,real_arrival_time,speed,arrival_time,cluster
2022041105,34.4,22,97.02,30.13,3
2022041094,42.8,26,102.43,46.83,3
2022041093,37.4,24,110.52,27.83,3
2022041083,52.4,40,102.19,28.03,3
2022041080,35.2,24,90.2,35.83,3
2022041037,36.3,22,104.72,22.2,3
2022041036,35.2,24,79.16,29.92,3
2022041031,35.1,23,96.66,34.93,3
2022040997,35.9,21,107.72,30.27,3
2022040780,32.2,23,109.85,30.67,3
2022040751,32.2,24,99.1,26.58,3
2022040694,33.9,20,102.44,26.45,3
2022040684,31.8,24,105.34,30.72,3
2022040679,32.3,23,110.88,26.98,3
2022040644,34.8,23,101.54,29.82,3
2022040608,47.6,28,98.01,30.58,3
2022040592,35,22,103.12,35.73,3
2022040565,36.3,26,109.52,26.33,3
2022040531,45.3,29,96.42,43.83,3
2022040514,33.4,22,100.17,28.37,3
2022040478,39.8,26,104.74,40.33,3
2022040450,39.4,28,100.15,40.07,3
2022040400,35.1,21,46.56,27.27,3
2022040346,36.7,31,112.45,44.38,3
2022040340,38.3,26,111.01,47.33,3
2022040307,43.7,27,86.54,31.53,3
2022040281,40.2,23,108.16,44.03,3
2022040279,36.6,25,102.92,21.5,3
2022040275,37.5,25,105.97,25.22,3
2022040264,35,23,83.49,34.17,3
2022040210,39.8,25,106.38,29.63,3
2022040146,39.6,23,97.39,30.92,3
2022040131,45.7,26,98.51,41.7,3
2022040068,39.9,25,101.78,46.77,3
2022040060,38,24,100.16,32.23,3
2022040043,40.4,25,103.67,31.95,3
2022040042,44.9,31,98.73,23.95,3
2022040039,34.3,22,97.25,28.53,3
2022031760,42.6,24,107.11,29.38,3
2022031733,43.6,27,91.24,40.47,3
2022031731,47.7,34,93.54,31.43,3
2022031722,39.1,29,102.88,44.85,3
2022031644,33,22,92.71,23.07,3
2022031621,36.8,25,96.41,41.52,3
2022031617,34.6,26,94.9,26.15,3
2022031611,32.3,23,107.33,26.73,3
2022031569,38,22,65.53,40.55,3
2022031549,38.1,22,77.12,32.95,3
2022031417,30.9,21,87.77,29.5,3
2022031402,38,23,105.29,20.03,3
2022031389,46,29,101.34,32.22,3
2022031386,34.2,20,98.62,25.42,3
2022031378,40.6,23,105.55,36.15,3
2022031323,31.2,23,103.09,27.38,3
2022031286,37.3,24,104.37,40.9,3
2022031219,33.9,21,107.12,28.05,3
2022031200,32.2,23,100.18,27.78,3
2022031196,37.3,26,108.41,18.78,3
2022031158,46.1,27,109.49,34.93,3
2022031046,34.4,24,110.75,26.8,3
2022031039,35,20,110.13,33.52,3
2022031034,31.8,20,102.01,28.27,3
2022031012,58,43,106.57,30.63,3
2022031003,40.7,24,99.74,35,3
2022031001,46.9,32,95.88,36.9,3
2022030988,38.2,22,102.95,24.58,3
2022030876,37.4,28,101.9,23.88,3
2022030866,35.9,21,104.25,35.13,3
2022030860,38.2,23,107.37,43.07,3
2022030841,63.5,39,109.08,36.13,3
2022030820,35.2,25,100.76,39.87,3
2022030797,37.1,27,100.49,24.1,3
2022030762,44.6,30,105.27,28.13,3
2022030741,33.7,23,106.45,24.28,3
2022030724,42.2,24,77.34,35.03,3
2022030716,39.4,23,51.23,31.57,3
2022030696,37.4,26,108.74,45.58,3
2022030639,30.9,18,100.45,27.47,3
2022030612,44.2,26,93.07,47.42,3
2022030582,39.9,25,103.66,43.62,3
2022030558,36.7,23,97.17,38.82,3
2022030554,34.6,23,103.51,22.15,3
2022030547,49.8,34,100.04,32.62,3
2022030545,37,26,117.49,21.55,3
2022030523,34.3,21,106.24,26.88,3
2022030455,33.1,20,105,31.73,3
2022030450,46.4,32,100.91,39.48,3
2022030418,37.6,27,106.18,31.63,3
2022030408,36.7,24,99.85,35.62,3
2022030394,31.9,24,98.51,25.32,3
2022030382,51.2,34,108.39,34.85,3
2022030359,48.2,34,97.54,26.97,3
2022030320,41,25,105.54,33.32,3
2022030318,31.2,23,106.83,27.98,3
2022030276,34.1,21,109.38,27.07,3
2022030256,40.4,28,106.66,37.92,3
2022030250,35.1,21,105.71,25.58,3
2022030214,31.2,23,101.57,30.68,3
2022030208,44.2,30,101.23,22.1,3
2022030132,50.7,34,105.6,25.83,3
2022030123,43.2,30,108.87,22.17,3
2022030036,40.3,26,99.62,33.95,3
2022030026,36.4,24,105.26,19.85,3
2022021783,34.1,21,108.62,32.05,3
2022021763,36.1,26,111.69,32.42,3
2022021754,34.5,23,107.41,25.1,3
2022021653,40.2,25,104.24,46.3,3
2022021605,38.1,28,103.99,36.12,3
2022021600,31.7,21,99.67,27.5,3
2022021597,36,24,99.48,22.15,3
2022021558,45.7,28,99.41,23.83,3
2022021548,39.5,33,101.6,24.72,3
2022021525,49.8,33,93.33,41.73,3
2022021442,34.2,24,90.04,31.57,3
2022021436,41.4,24,99.77,33.63,3
2022021428,34,20,99.64,27.27,3
2022021395,42.2,24,100.62,28.5,3
2022021334,45.2,26,103.23,38.92,3
2022021330,36.4,27,98.32,32.1,3
2022021234,52,40,100.45,27.93,3
2022021166,45.9,32,103.4,24.85,3
2022021116,50.9,33,104.61,36.7,3
2022021090,65.5,39,109.31,42.02,3
2022021088,38.5,27,106.06,30.45,3
2022021065,33.1,20,105.62,26.62,3
2022021047,34.6,21,104.2,35.23,3
2022021007,42.2,24,105.28,46.33,3
2022020965,46.6,30,105,29.85,3
2022020957,38.1,22,107.85,39.78,3
2022020934,31.9,29,103.65,26.03,3
2022020924,46.9,26,104.98,34.22,3
2022020914,55.1,38,97.07,40.52,3
2022020863,53.6,35,105.55,44.82,3
2022020851,37.8,32,102.59,24.67,3
2022020844,37.6,23,96.89,38.7,3
2022020833,37.9,24,108.59,31.72,3
2022020831,36.1,22,103.44,24.45,3
2022020822,37.6,28,108.92,33.25,3
2022020813,34.4,20,107.61,21.98,3
2022020719,33.4,19,107.95,30.38,3
2022020689,35.6,36,104.37,32.48,3
2022020688,33.7,20,101.8,21.42,3
2022020648,32.5,20,105.39,26.12,3
2022020620,37.8,24,107.62,34.03,3
2022020618,41.8,26,109.57,42.6,3
2022020616,46.2,27,103.79,36.23,3
2022020613,44.1,29,97.21,37.48,3
2022020588,31.5,23,93.88,29.72,3
2022020587,38.5,24,93.78,30.12,3
2022020585,38,23,109.74,33.28,3
2022020575,43.7,25,93.99,34.25,3
2022020498,36.3,21,107.78,34.42,3
2022020442,38.3,28,101.79,22.22,3
2022020380,39.8,25,81.29,32.75,3
2022020127,49.2,38,83.02,24.92,3
2022011758,47,37,98.61,24.1,3
2022011754,38.3,32,104.44,27.73,3
2022011751,53.6,40,100,27.63,3
2022011749,47.6,40,103.88,43.2,3
2022011736,49.3,31,100.84,35.73,3
2022011732,44.4,30,100.59,33.57,3
2022011716,39.1,24,103.42,30.83,3
2022011691,32.3,26,101.16,31.92,3
2022011684,33.6,21,103.83,28.72,3
2022011655,34.8,24,106.8,25.1,3
2022011647,42.9,26,108.98,32.22,3
2022011644,36.8,23,107.16,30.65,3
2022011629,46.5,28,95.13,31.12,3
2022011594,39.9,25,100.84,30.37,3
2022011588,47.2,34,94.3,27.53,3
2022011538,37.9,25,100.47,30.75,3
2022011507,37.1,28,109.03,30.02,3
2022011493,33.8,25,101.45,35.67,3
2022011491,48,35,102.82,35.93,3
2022011461,38.1,28,94.73,20.52,3
2022011447,48.1,29,96.2,27.75,3
2022011395,37.4,22,104.06,45.42,3
2022011359,48,35,96.1,31.62,3
2022011349,35.1,21,110.7,25.63,3
2022011262,55.1,33,112.99,32.22,3
2022011260,32.2,19,106.55,32.23,3
2022011252,34.3,30,101.4,22.43,3
2022011233,58.4,38,94.05,36,3
2022011211,52,34,104.01,34.9,3
2022011197,36.2,21,106.45,27.55,3
2022011186,38.7,29,97.9,26.73,3
2022011184,39.4,26,100.92,32.2,3
2022011179,37.5,28,97.08,29.07,3
2022011156,43.1,26,109.95,28.18,3
2022011148,37.1,28,104.99,29.93,3
2022011129,39.1,23,107.59,25.4,3
2022011111,35.4,21,104.53,30.4,3
2022011103,43.6,30,90.35,26.58,3
2022011078,41.2,24,103.54,28.68,3
2022011052,31.9,24,101.19,27.75,3
2022010988,36.2,21,101.04,24.35,3
2022010976,36.4,24,97.59,34.28,3
2022010955,37.1,28,107.91,27.38,3
2022010930,53.7,33,83.39,31.75,3
2022010925,31.2,23,104.48,29.53,3
2022010900,32,21,103.8,26.6,3
2022010862,35.4,22,106.21,31.4,3
2022010850,40.5,23,100.68,46.87,3
2022010844,54.3,33,94.01,35.67,3
2022010836,38.1,24,110.32,22.12,3
2022010768,46.5,30,107.27,31.62,3
2022010737,38.2,22,102.48,28.25,3
2022010722,33.2,20,101.55,25.42,3
2022010693,43.2,29,92.42,29.62,3
2022010678,48,34,95.8,25.9,3
2022010646,38.1,24,110.46,26.7,3
2022010643,33.3,20,109.3,25.95,3
2022010622,40.4,29,100.82,22.6,3
2022010620,36.4,21,100.51,26.8,3
2022010594,39.1,29,101.8,35.03,3
2022010573,32.1,21,101.16,30.23,3
2022010536,40.5,29,101.24,28.52,3
2022010525,34.3,31,101.31,26.23,3
2022010524,43.2,25,102.04,33.37,3
2022010414,32.2,24,99.72,27.8,3
2022010353,43,27,101.88,28.2,3
2022010273,43,31,100.22,23.97,3
2022010259,35.5,23,103.47,29.15,3
2022010251,47.4,34,106.13,36.15,3
2022010233,41.9,24,104.9,42.63,3
2022010224,39.9,25,104.96,27.02,3
2022010221,33.7,23,104.12,34.87,3
2022010214,35.4,21,104.57,33.08,3
2022010190,39.2,23,106.09,39.08,3
2022010174,36,23,101.66,24.15,3
2022010162,32.3,26,103.17,31.47,3
2022010138,43.2,27,106.27,33.77,3
2022010103,39.1,29,101.01,30.45,3
2022010099,33.3,25,95.51,33.2,3
2022010010,39,29,103.84,24.62,3
2021122105,38.8,26,100.33,22.28,3
2021122078,33.1,23,84.98,29.68,3
2021122043,41.9,24,105.19,40.7,3
2021122023,36.4,23,100.12,20.58,3
2021122021,37.2,26,97.92,39,3
2021121975,31.2,21,97.75,28.37,3
2021121952,31.4,20,96.1,26.67,3
2021121887,34.4,22,93.33,37.97,3
2021121879,45.7,29,97.35,39.53,3
2021121871,31.7,19,97.28,29.2,3
2021121753,40.2,26,100.75,23.67,3
2021121714,34.2,22,86.21,25.03,3
2021121700,40,26,102.91,30.78,3
2021121668,43.2,27,109.21,36.7,3
2021121658,34.1,24,111.56,25.28,3
2021121638,39.2,27,100.73,33.27,3
2021121627,38.1,24,105.78,23.57,3
2021121521,31.6,18,105.27,28.63,3
2021121518,49.5,37,93.58,36.05,3
2021121458,35.8,23,104.58,35.92,3
2021121440,34.5,20,99.76,35.67,3
2021121430,40.4,28,103.26,39.13,3
2021121390,37,28,96.23,37.93,3
2021121367,31.9,23,99.04,29.83,3
2021121301,37.6,32,99.51,30.03,3
2021121300,36.8,31,99.52,30.65,3
2021121294,42.2,26,111.91,22.27,3
2021121288,32.2,22,107.44,30.58,3
2021121200,32.2,24,98.31,26.35,3
2021121194,33.5,22,96.93,29.28,3
2021121118,48,34,102.65,43.43,3
2021121073,40.4,25,101.63,31.52,3
2021121038,44.7,29,91.87,45.08,3
2021121035,33.3,21,98.29,27.57,3
2021121027,38.8,29,97.97,34.52,3
2021120977,46,30,105.56,34.12,3
2021120950,37,23,97.7,23.85,3
2021120862,36.6,27,103.9,32.4,3
2021120813,39.9,25,109.15,30.35,3
2021120806,31.3,21,100.27,27.35,3
2021120795,39,25,91.04,40.58,3
2021120788,47,32,94.67,28.28,3
2021120765,33.5,29,101.58,21.68,3
2021120759,34.7,24,102.38,30.5,3
2021120758,36.6,25,108.28,32.15,3
2021120733,37.2,22,106.27,20.72,3
2021120730,40.3,32,73.48,40.7,3
2021120688,39.9,25,106.86,27,3
2021120622,41,28,103.49,39.93,3
2021120621,37.8,25,95.87,27.7,3
2021120606,39.6,24,103.76,30.73,3
2021120596,38.5,28,98.03,32.95,3
2021120595,43,26,95.52,34.38,3
2021120535,36.7,24,98.51,35.23,3
2021120478,46.5,30,103.76,44.3,3
2021120476,37,22,97.93,38.88,3
2021120475,40.2,23,102.37,28.05,3
2021120471,46.7,30,97.68,40.35,3
2021120459,40.8,28,100.95,40.85,3
2021120457,36,25,99.7,41.07,3
2021120448,32.2,23,98.75,28.38,3
2021120388,46.4,27,104.69,30.8,3
2021120359,32.7,19,49.28,28.42,3
2021120242,44.2,25,101.75,32.63,3
2021120155,34.8,23,94.12,24.23,3
2021120045,39.2,23,105.11,33.13,3
2021120032,47.5,33,95.47,44.53,3
2021120024,40.2,24,102.22,33.85,3
2021120022,43.2,26,101.56,45.8,3
2021111549,35.5,20,103.19,25.75,3
2021111536,48.9,32,98.67,26.03,3
2021111436,57.1,34,111.73,40.82,3
2021111432,33.2,20,111.85,34,3
2021111422,47.7,34,97.34,28.55,3
2021111416,39.1,32,100.31,36.68,3
2021111291,38.9,25,109.25,22.38,3
2021111284,38.1,27,101.49,24.35,3
2021111236,47,26,106.77,36.87,3
2021111130,42.1,25,68.14,38.33,3
2021111099,35.2,20,108.6,33.73,3
2021111041,47,34,96.38,45.23,3
2021111032,36.5,21,103.49,25.17,3
2021111025,47,34,102.7,34.23,3
2021111008,34.4,23,95.64,34.07,3
2021111006,33.7,20,104.18,25.33,3
2021111004,39.3,23,100.36,29.68,3
2021110990,43.2,25,101.06,28.78,3
2021110988,43.3,28,102.51,30.1,3
2021110986,44.9,29,90.16,33.97,3
2021110932,51.7,32,102.45,43.27,3
2021110925,44.3,26,104.35,35.53,3
2021110915,35.3,21,106.2,39.48,3
2021110887,51.6,37,93.6,34.27,3
2021110874,42.8,30,99.93,27.7,3
2021110836,39.7,23,103.01,37.92,3
2021110821,34.5,20,98.9,20.98,3
2021110736,47,34,106.43,37.23,3
2021110725,45.2,26,108.83,31.63,3
2021110705,34.9,23,102.13,32.18,3
2021110679,44.9,30,77.29,22.28,3
2021110574,35.6,23,102.18,27.32,3
2021110549,43.1,27,108.05,35.2,3
2021110526,36.2,21,104.52,21,3
2021110503,43.2,25,107.75,41.45,3
2021110493,43.9,28,106.13,24.72,3
2021110453,43,25,102.85,26.47,3
2021110422,34.8,22,98.74,27.9,3
2021110358,33.7,25,86.83,33.03,3
2021110292,33.3,21,106.17,28.2,3
2021110247,42,25,101.7,37.32,3
2021110242,42.2,24,101.8,36.05,3
2021110221,36.2,21,101.16,25.47,3
2021110112,41.3,28,102.35,45.63,3
2021110098,31.6,23,101.54,29.95,3
2021110036,37.5,23,102.76,36.18,3
2021110033,43.6,30,91.71,27.77,3
2021110017,47.7,34,96.34,28.53,3
2021110010,39.6,24,110.08,26.7,3
2021101743,34.6,23,103.65,27.65,3
2021101725,48.8,29,108.73,38.33,3
2021101704,32.3,26,97.5,32.38,3
2021101676,31.9,21,102.97,27.23,3
2021101623,58.6,39,93.4,37.18,3
2021101572,41.5,25,102.65,45.65,3
2021101542,37,25,97.12,26.33,3
2021101532,40.4,25,100.48,45.42,3
2021101529,37.3,24,97.08,22.92,3
2021101520,33.2,19,103.78,25.23,3
2021101512,45.9,31,100.03,37.38,3
2021101358,42.2,26,81.77,21.63,3
2021101281,43.2,27,109.07,21.7,3
2021101274,37,27,96.56,29.32,3
2021101239,46,31,97.5,42.2,3
2021101222,47,28,96.83,27.88,3
2021101220,35.7,22,100.13,38.58,3
2021101212,40.4,28,100.25,36.05,3
2021101179,42.9,26,109.39,38,3
2021101133,38.6,28,94,23.58,3
2021101117,40.8,30,99.31,24.2,3
2021101093,33.8,21,105.72,31.88,3
2021101070,40.3,23,101.87,30.33,3
2021101022,36.1,22,104.62,30.45,3
2021100924,35.4,21,105.59,33.45,3
2021100899,35.4,23,91.05,22.43,3
2021100887,39.1,29,109.49,43.23,3
2021100870,35.6,21,91.59,31.28,3
2021100856,32.8,20,105.21,24.43,3
2021100854,40.2,23,105.8,40.3,3
2021100797,50.9,35,102.61,43.35,3
2021100784,37.5,26,99.41,44.25,3
2021100772,39.8,31,104.31,20.8,3
2021100753,37.4,28,107.23,40.45,3
2021100738,41,27,102.41,38.53,3
2021100737,36.8,27,107.23,29.47,3
2021100686,59.2,39,102.42,30.65,3
2021100679,37.1,28,99.3,25.73,3
2021100661,40.4,28,108.22,47.93,3
2021100642,50.5,31,96.31,33.72,3
2021100627,34.8,23,98.31,34.48,3
2021100599,38.6,28,104.02,28.58,3
2021100568,37,22,89.31,44.02,3
2021100525,34.5,21,106.51,25.07,3
2021100514,43.2,25,83.05,30.78,3
2021100508,32.3,26,98.61,29.98,3
2021100504,32,23,106.73,32.27,3
2021100483,48,34,101.41,31.72,3
2021100455,38.7,23,99.39,36.28,3
2021100424,34.6,21,103.62,25.43,3
2021100415,37.1,27,96.87,35.22,3
2021100381,44.9,26,98.31,32.1,3
2021100347,35.4,21,107.95,34.75,3
2021100275,38.9,22,104.34,45.07,3
2021100251,39.3,29,103.98,21.7,3
2021100225,31,23,94.76,28.7,3
2021100212,46.4,27,96.41,34.72,3
2021100201,35,21,108.19,28.02,3
2021100193,42.9,24,105.8,39.15,3
2021100174,47,34,99.88,32.17,3
2021100164,43,25,101.61,27.65,3
2021100160,38.2,28,105.65,24.02,3
2021100101,42.2,24,107.43,26.57,3
2021100081,37.1,28,102.44,32.75,3
2021100034,46.4,31,99.61,39.95,3
2021091779,33.9,21,107.4,25.48,3
2021091769,37.8,24,98.54,29.97,3
2021091751,33.8,20,105.15,24.17,3
2021091719,38.1,28,105.65,28.4,3
2021091715,42.2,24,102.21,44.02,3
2021091711,38.5,26,89.58,37.72,3
2021091654,35.1,21,106.47,24.07,3
2021091624,41.2,24,105.73,43.55,3
2021091606,42.6,29,98.97,35.57,3
2021091540,41.6,24,108.13,41.67,3
2021091503,36.2,23,102.86,23.17,3
2021091487,43.7,30,100.56,42.55,3
2021091459,31.4,19,106.75,26.35,3
2021091450,32.7,21,95.03,33.92,3
2021091425,32.2,24,101.24,30.62,3
2021091419,42.9,26,107.97,31.58,3
2021091413,41.1,29,94.41,42.45,3
2021091391,31.3,23,91.79,27.92,3
2021091320,49.2,28,99.19,31.37,3
2021091313,48,35,99.53,27.92,3
2021091309,38.8,28,94.78,40.82,3
2021091267,35.2,20,109.78,29.52,3
2021091029,39.8,31,99.9,43.85,3
2021090997,38.1,24,107.2,28.98,3
2021090991,36.8,27,100.7,33.35,3
2021090897,46.6,30,93.84,32.03,3
2021090881,34,19,95,23.93,3
2021090880,34.8,20,104.48,30.6,3
2021090872,33.5,21,102.5,35.83,3
2021090831,38.1,28,97.51,24.82,3
2021090803,36.1,32,109.23,18.57,3
2021090769,39.1,29,102.55,28.32,3
2021090759,33.2,19,104.15,24.28,3
2021090562,34.1,21,107.23,26.52,3
2021090499,38.1,28,102.28,32.6,3
2021090498,38.2,21,97.15,21.92,3
2021090491,45.2,26,86.01,44.87,3
2021090469,42,26,109.05,33.53,3
2021090464,38.2,21,97.08,21.85,3
2021090451,57.4,34,104.61,29.12,3
2021090420,31.2,23,92.13,28.25,3
2021090400,33.4,21,103.86,28.15,3
2021090394,31,20,85.2,28.12,3
2021090391,43.2,25,104.37,37.22,3
2021090324,35,23,101.61,25.28,3
2021090290,38.2,22,104.5,26.17,3
2021090212,36,24,97.57,26.5,3
2021090211,32.3,26,100.11,25.48,3
2021090164,40.6,25,101.47,24.5,3
2021090159,36.1,22,105.72,26.85,3
2021090135,36.2,21,103.95,27.28,3
2021090124,33.2,20,103.33,25.87,3
2021090117,34.6,20,108.05,35,3
2021090070,57.4,34,105.26,31.77,3
2021090032,33,21,104.29,24.93,3
2021081970,47.7,34,102.08,31.82,3
2021081958,34.7,21,96.29,19.48,3
2021081943,36.4,23,106.93,30.73,3
2021081920,45.9,29,106.2,35.15,3
2021081913,41.2,24,108.17,37.33,3
2021081907,39.6,24,105.36,25.77,3
2021081898,43.1,29,101.19,35.85,3
2021081885,38.1,28,99.48,25.88,3
2021081882,41.9,24,104.09,36.23,3
2021081846,39.2,23,78.01,28.7,3
2021081816,35.1,26,100.35,29.45,3
2021081783,35.4,21,91.87,29.37,3
2021081756,39.9,25,97.65,33.28,3
2021081738,33.7,23,110.65,36.43,3
2021081726,43.4,27,111.49,26.1,3
2021081685,47.4,30,108.24,25,3
2021081665,46.1,29,102.62,34.68,3
2021081592,32.7,22,97.71,25.48,3
2021081552,46.5,30,105.68,33.18,3
2021081491,37.5,26,101.67,31.73,3
2021081478,44,28,98.4,31.87,3
2021081402,39.2,29,101.14,43.33,3
2021081384,35.9,22,108.96,26.18,3
2021081379,49.5,31,110.6,45.4,3
2021081373,36.2,26,97.17,20.88,3
2021081368,39.7,26,105.72,38.3,3
2021081331,37.6,22,109.35,29.17,3
2021081330,48,35,98.6,32.23,3
2021081291,35.4,21,109.2,36.17,3
2021081284,41.1,34,99.36,22.63,3
2021081235,34.2,21,103.02,28.68,3
2021081185,47,34,96.12,36.83,3
2021081177,34.2,22,101.72,27.98,3
2021081135,60.5,39,93.72,42.52,3
2021081133,34.9,24,100.52,28.18,3
2021081113,38.6,25,104.39,22.53,3
2021081092,52.9,36,101.06,31.23,3
2021081083,39.6,22,106.98,25.73,3
2021081065,48.1,29,100.39,29.93,3
2021081064,33.9,21,106.22,24.53,3
2021081047,48.1,29,97.02,27.5,3
2021081031,38.1,28,103.56,28.78,3
2021080988,56.1,34,111.73,34.8,3
