mission_id,real_arrival_km,real_arrival_time,speed,arrival_time
2021110474,19.3,14,100.43,23.7
2021110472,11.2,10,98.05,23.03
2021110463,7.7,5,100.29,10.83
2021110460,17.8,14,106.08,31.37
2021110453,43,25,102.85,26.47
2021110452,21.8,18,105.39,19.32
2021110451,17.8,19,98.82,28
2021110448,16.1,16,107.9,15.08
2021110432,24.6,16,98.27,21.02
2021110431,12.2,9,98.91,22.32
2021110429,37.6,23,101.7,53.57
2021110427,31,20,101.6,39.93
2021110423,16.8,14,99.65,11.42
2021110422,34.8,22,98.74,27.9
2021110421,8.8,5,108.41,8
2021110419,16.6,10,101.06,28.03
2021110413,20.2,18,100.12,24.5
2021110411,17.4,12,105.91,17.55
2021110410,25.4,19,106.89,31.7
2021110408,22.9,14,106.72,48.65
2021110406,15.7,13,104.08,19.1
2021110405,10.1,7,102.13,14.78
2021110404,20.4,13,103.52,24.68
2021110396,11.3,9,110.36,5.72
2021110373,18.2,12,102.86,16.9
2021110371,27.1,20,52.76,33.42
2021110367,18,14,108.61,17.22
2021110358,33.7,25,86.83,33.03
2021110352,29.7,22,106.19,19.18
2021110349,12.2,11,106.48,6.33
2021110347,10.9,8,101.86,11.8
2021110343,7.8,5,90.62,12.58
2021110340,17.1,11,97.34,35.62
2021110337,15.8,14,105.8,22.72
2021110334,16.7,12,109.26,25.03
2021110331,15.6,14,114.11,11.95
2021110326,27.1,20,101.18,27.75
2021110319,19.2,20,94.64,26.17
2021110306,30.1,23,103.01,35.22
2021110305,25.2,20,102.69,35.73
2021110296,20.6,14,104.75,22.73
2021110292,33.3,21,106.17,28.2
2021110287,16.1,14,107.18,18.25
2021110286,16.8,11,109.66,31.63
2021110284,12.5,10,112.97,11.57
2021110283,11.5,9,104.2,25.43
2021110280,10.6,7,72.19,11
2021110273,7.4,4,104,8.82
2021110272,7.4,4,105.52,5.05
2021110271,15,13,90.02,14.6
2021110266,17.4,12,104.26,26.48
2021110264,15.2,10,78.31,16.02
2021110258,27.5,17,107.32,19.48
2021110253,30.6,19,104.58,44.7
2021110249,11.1,7,98.25,19.68
2021110248,43.9,25,104.02,84.1
2021110247,42,25,101.7,37.32
2021110245,25.5,19,103.99,24.92
2021110243,16.8,14,102.41,10.97
2021110242,42.2,24,101.8,36.05
2021110239,12.6,8,97.68,24.97
2021110236,19.2,13,105.13,25.82
2021110232,11.5,8,99.75,14.68
2021110230,15.6,9,109.31,9.8
2021110223,15.9,11,101.67,24.43
2021110221,36.2,21,101.16,25.47
2021110216,12.4,8,96.73,20
2021110215,31.9,24,102.68,59.3
2021110214,29.8,23,98.76,22.35
2021110213,18.9,16,99.89,12.83
2021110212,9.5,7,105.05,20.07
2021110207,24.1,18,103.85,57.67
2021110198,16.1,12,94,16
2021110197,19.3,13,103.81,22.25
2021110195,11.8,9,108.87,8.53
2021110188,18.8,15,106,16.63
2021110182,18.8,16,108.64,20.98
2021110164,12.7,7,105.32,9.1
2021110162,28.7,17,108.86,23.47
2021110161,24.7,16,97.38,26.47
2021110160,8.8,5,100.96,14.77
2021110159,24.7,19,98.1,21.03
2021110157,20.2,11,105.04,23.1
2021110156,5.1,8,100.86,9.88
2021110153,10.8,10,103.68,25.55
2021110149,10.2,10,95.44,12.17
2021110148,12.6,10,94.89,14
2021110147,15,13,100.5,17.3
2021110146,55.3,32,104.44,90.98
2021110143,20.9,17,101.51,16.73
2021110141,29.3,21,104.52,26.97
2021110136,19.2,15,106.72,26.43
2021110130,9.3,7,110.14,6.2
2021110129,17.8,14,112.62,14.85
2021110117,19.3,13,106.32,27.95
2021110114,31.6,21,101.51,23.03
2021110113,8.1,13,100.14,18
2021110112,41.3,28,102.35,45.63
2021110104,18.3,13,107.01,17.3
2021110102,15.8,11,100.76,26.27
2021110101,13.5,9,100.8,25.37
2021110100,20.1,13,102.25,15.07
2021110099,32.6,21,101.08,36
2021110098,31.6,23,101.54,29.95
2021110097,25,17,95.16,50.15
2021110095,15.1,13,95.38,23.85
2021110094,24.6,19,100.69,13.88
2021110092,29.8,19,108.27,18.83
2021110087,26.9,19,97.36,30.58
2021110086,35.4,22,103.92,45.02
2021110084,22.2,18,104.27,32.83
2021110083,5,3,88.1,8.77
2021110072,11.1,8,108.49,15.78
2021110071,19.9,14,101.89,19.25
2021110060,16.4,10,103.54,9.65
2021110058,27.5,18,92.23,27.85
2021110052,17.5,17,107.2,14.03
2021110050,16.2,15,102.79,17.4
2021110049,20.4,15,99.32,22.23
2021110045,27.2,16,105.69,21.62
2021110043,18.7,15,99.81,32.9
2021110039,9.2,8,104.94,4.67
2021110037,34.1,21,104.74,81.37
2021110036,37.5,23,102.76,36.18
2021110033,43.6,30,91.71,27.77
2021110032,25.5,14,108.95,46.98
2021110027,43,28,106.88,77.38
2021110025,36.1,27,104.41,45.27
2021110021,28.9,19,106.87,29.07
2021110019,20.8,16,106.26,12.2
2021110018,12.5,10,108.7,24.42
2021110017,47.7,34,96.34,28.53
2021110014,14.6,11,96.43,18.88
2021110013,16.4,14,102.63,15.28
2021110011,17,13,98.31,28.32
2021110010,39.6,24,110.08,26.7
2021110007,17.9,12,102.41,39.93
2021110004,18.3,14,95.92,35.67
2021110003,10.7,8,102.67,19.42
2021110002,28.3,19,105.4,33.9
2021101797,28.7,18,110.79,22.73
2021101792,7.6,6,103.48,13.75
2021101791,11.2,8,87.61,14.05
2021101788,28.8,22,97.73,25.83
2021101787,0.1,1,71.08,0.1
2021101780,32.7,19,64.07,22.35
2021101779,3.5,2,106.43,5
2021101768,21.6,15,92.2,28.57
2021101765,28.9,22,86.48,32.08
2021101754,18.4,12,106.05,18.33
2021101749,14.6,15,107.77,11.18
2021101746,17.4,18,105.99,39.4
2021101744,15.6,14,111.43,14.5
2021101743,34.6,23,103.65,27.65
2021101740,24.7,16,97.78,28.95
2021101734,30.4,20,100.6,23.65
2021101732,27,19,97.7,21.55
2021101725,48.8,29,108.73,38.33
2021101719,10,7,106.41,17.52
2021101718,17.5,13,102.13,30.37
2021101716,24.9,21,101.21,24.85
2021101711,17.8,12,99.1,17.35
2021101710,9.9,7,103.95,11.95
2021101705,28.2,21,99.03,36.92
2021101704,32.3,26,97.5,32.38
2021101702,21.8,17,97.42,24.88
2021101700,4.3,7,100.11,10.17
2021101685,18.9,11,93.15,35
2021101680,14.8,10,81.08,33.9
2021101677,15,10,81.73,23.23
2021101676,31.9,21,102.97,27.23
2021101666,23.8,19,98.97,24.48
2021101660,26,21,97.33,23.53
2021101658,28.3,18,105.89,36.18
2021101656,13.2,8,107,14.45
2021101655,16.1,10,97.45,28.1
2021101653,29.3,18,109.39,30.87
2021101652,9.1,10,97.2,13.62
2021101643,17.6,18,98.56,26.13
2021101641,20.8,15,103.01,22.95
2021101633,16.7,12,106.49,23.03
2021101632,11,7,102.04,11.52
2021101631,31.8,24,97.05,34.25
2021101623,58.6,39,93.4,37.18
2021101622,10.6,7,88.85,11.33
2021101621,29.2,19,101.31,37.67
2021101620,18.8,12,103.31,30.62
2021101619,24.4,16,99.59,39.58
2021101612,29.2,19,98.56,53.9
2021101609,19,13,101.94,29.03
2021101608,13,10,96.13,14.58
2021101604,16.5,17,96.29,27.83
2021101603,15.3,9,103.79,32.52
2021101599,16.9,12,91.43,12.5
2021101598,23.4,16,108.75,21.92
2021101596,28.5,20,97.36,29.52
2021101594,30.2,20,94.98,38.3
2021101593,20.8,12,99.35,41.55
2021101592,14.2,9,97.29,11.3
2021101591,13.6,9,97.16,9.1
2021101588,17.9,12,98.59,32.47
2021101583,25.3,19,104.54,27.53
2021101581,29.4,21,93.01,41.18
2021101576,22,16,97.32,17.37
2021101575,7.1,4,97.03,9.88
2021101573,32,21,104.25,37.4
2021101572,41.5,25,102.65,45.65
2021101567,25.5,22,106.75,13.72
2021101563,16.1,11,97.27,18.23
2021101558,24.6,16,97.84,41.78
2021101557,13.1,9,82.65,20.92
2021101554,14.6,9,95.25,16.1
2021101545,26.7,16,103.62,63.27
2021101542,37,25,97.12,26.33
2021101541,16.6,14,96.07,31.98
2021101537,22.2,13,104.62,20.33
2021101533,10.4,8,106.18,21.68
2021101532,40.4,25,100.48,45.42
2021101530,17.4,16,101.21,33.98
2021101529,37.3,24,97.08,22.92
2021101527,29.1,18,97.61,33.73
2021101524,13.5,9,101.44,29.68
2021101523,27.1,17,101.44,26.32
2021101520,33.2,19,103.78,25.23
2021101519,10.4,6,98.35,9.88
2021101518,10.9,7,98.76,11.4
2021101516,29.7,18,107.86,23.83
2021101515,25.1,15,100.73,19.25
2021101513,15.4,12,101.2,20.18
2021101512,45.9,31,100.03,37.38
2021101511,15.4,12,97.01,32.93
2021101508,19.8,14,99.58,22.3
2021101507,22.8,15,103.26,36.02
2021101504,21.7,17,104.06,38.22
2021101499,25.2,19,103.33,21.15
2021101496,21.3,17,101.9,18.57
2021101494,32.1,21,102.4,19.13
2021101490,15.2,14,107.08,14.33
2021101489,27.7,18,104.45,14.83
2021101474,22.1,18,95.97,27.75
2021101473,17.2,12,96.55,19.6
2021101469,14.1,9,85.44,13.78
2021101467,9.7,5,108.28,6.77
2021101463,27.1,18,104.83,18.15
2021101460,16.2,13,92.97,31.83
2021101457,3.8,4,106.96,7.38
2021101449,11,7,43.19,19.6
2021101448,17.6,15,98.92,13.08
2021101445,30.8,21,110.35,17.55
2021101438,7.9,6,104.66,16.12
2021101435,7.7,8,97.73,8.4
2021101432,20.5,14,108.8,21.32
2021101426,8.3,7,104.39,5.42
2021101423,20,13,105.67,27.83
2021101417,10.3,6,105.23,5.2
2021101414,19.7,13,101.95,26.85
2021101407,25.8,17,96.31,39.63
2021101406,17.6,10,101.83,14.25
2021101405,16.6,11,97.68,27.65
2021101404,9.5,8,103.9,11.55
2021101402,16.6,11,99.73,15.13
2021101398,9.2,6,105.15,9.23
2021101396,9.8,6,103.72,11.27
2021101392,8.7,6,90.44,10.25
2021101391,30.1,24,101.12,22.22
2021101381,14.7,13,102.15,14.63
2021101377,27.9,21,102.5,23.27
2021101373,18.3,15,102.26,21.85
2021101372,17.6,14,108.07,16.42
2021101371,11.8,11,102.75,9.2
2021101366,28.2,19,106.71,32.33
2021101360,25.2,17,101.04,13.8
2021101358,42.2,26,81.77,21.63
2021101349,7.9,6,91.92,7.63
2021101331,28,19,87.99,22.92
2021101326,20.7,17,100.85,26.53
2021101325,7.8,6,101.19,14.62
2021101322,22.1,18,108.57,29.9
2021101317,16.6,17,108.15,16.47
2021101313,31.4,24,107.17,20.77
2021101311,11,7,102.36,12.3
2021101299,16.1,14,100.88,20.53
2021101295,20.2,14,102.31,25.08
2021101294,20.4,13,99.51,15.27
2021101290,15.5,16,87.15,17.17
2021101286,18.3,16,96.23,27.15
2021101285,21.1,22,104.35,36.72
2021101282,16,11,104.14,23.98
2021101281,43.2,27,109.07,21.7
2021101277,30.4,18,97.88,26.72
2021101275,22.7,15,100.89,27.97
2021101274,37,27,96.56,29.32
2021101269,12.8,8,111.43,14.63
2021101268,24,17,110.41,46.03
2021101267,10.8,7,107.19,21.43
2021101266,16.2,14,102.5,12.9
2021101265,19.5,18,109.19,18.1
2021101264,12,8,103.86,21.22
2021101256,19.8,13,103.47,20.33
2021101253,24.2,17,104.83,21.3
2021101239,46,31,97.5,42.2
2021101233,14.2,10,85.5,32.88
2021101231,20.1,11,109.5,12.33
2021101228,19.8,13,101.26,29.85
2021101227,17.6,11,96.98,20.43
2021101226,25,17,95.81,21.22
2021101222,47,28,96.83,27.88
2021101221,12.6,8,82.18,14
2021101220,35.7,22,100.13,38.58
2021101218,15.8,14,82.52,10.22
2021101217,17.6,12,96.11,23.1
2021101215,38.4,23,100.29,52.12
2021101214,3.3,2,99.99,7.28
2021101212,40.4,28,100.25,36.05
2021101208,5.6,7,99.02,10.93
2021101207,17.6,17,97.79,35.98
2021101206,13,9,102.11,23.25
2021101203,20.7,14,102.18,28.25
2021101199,28.3,17,97.64,33.6
2021101196,10.2,10,95.07,15.43
2021101191,23.8,15,101.14,39.27
2021101190,14.9,11,97.53,17.63
2021101182,14.6,10,99.23,20.55
2021101179,42.9,26,109.39,38
2021101178,17.6,18,104.44,21.72
2021101177,20.9,15,102.64,35.72
2021101170,11,8,99.13,18
2021101167,8.8,10,101.1,13.23
2021101161,21.2,14,91.22,22.1
2021101159,21.2,13,107.66,25
2021101158,23.8,17,91.55,40.57
2021101157,10.1,7,86.96,10.1
2021101154,12.8,9,102.03,14.77
2021101149,7.5,6,98.65,14.33
2021101147,10.2,10,104.24,20.7
2021101143,21.7,14,101.39,13.42
2021101138,15.6,9,95.27,16.52
2021101136,21.6,14,97.24,14.02
2021101133,38.6,28,94,23.58
2021101131,11.3,8,92.63,15.12
2021101128,23,15,98.07,17.7
2021101125,29.4,20,101.98,16.12
2021101121,17.2,12,91.99,30.23
2021101120,15.7,12,96.26,10.87
2021101117,40.8,30,99.31,24.2
2021101116,12.9,9,110.4,14.62
2021101115,12.8,8,102.23,25.35
2021101114,11.5,9,104.99,25.23
2021101108,11.3,12,100.51,13.58
2021101107,24.5,19,103.45,34.18
2021101105,27.3,17,101.38,21.1
2021101100,28.6,19,90.86,38.32
2021101099,23.2,16,99.73,22.52
2021101098,21.8,18,100.67,23.38
2021101094,22.7,15,88.13,35.5
2021101093,33.8,21,105.72,31.88
2021101090,19.7,12,104.34,25.15
2021101084,16.8,12,103.12,9.62
2021101081,29.1,22,93.34,24.73
2021101079,11.7,10,105.96,9.83
2021101075,13.4,12,104.49,21.12
2021101071,8.7,7,93.87,16.68
2021101070,40.3,23,101.87,30.33
2021101065,22.3,15,97.36,36.12
2021101060,5.8,6,104.2,6.05
2021101059,13.1,9,105.67,19.33
2021101055,23.8,19,107.06,18.83
2021101053,25.6,22,101.71,28.38
2021101052,26.6,21,107.38,25.08
2021101050,27.2,20,98.95,43.7
2021101044,18,14,97.3,41.13
2021101042,13.3,9,103.36,12.67
2021101041,10.9,6,98.38,6
2021101040,11.3,7,101.39,20.72
2021101036,23.1,22,101.21,51.27
2021101031,11.3,8,105.08,22.87
2021101029,28.6,18,100.39,21.3
2021101023,22.5,15,98.42,42.08
2021101022,36.1,22,104.62,30.45
2021101021,19.8,14,94.3,46.48
2021101020,17.4,12,102.57,20
2021101011,19.3,14,91.65,29.35
2021101009,25.2,19,102.7,25.38
2021101008,48.6,30,105.17,53.02
2021101006,20.9,14,99.36,21.25
2021101004,22.4,16,94.18,22.03
2021101001,24.2,19,101.9,29.87
2021100993,16.6,17,104.66,24.5
2021100992,26.2,24,110.09,34.52
2021100991,20.6,20,104.3,17.17
2021100985,21.7,17,88.59,17.22
2021100981,43.2,28,86.21,48.33
2021100980,8.1,6,101.55,17.67
2021100977,21.8,17,93.31,47.27
2021100974,22.1,13,107.22,28.55
2021100964,16.8,11,101.88,17.77
2021100963,6.9,6,102.59,8.62
2021100962,25.5,17,100.01,32.2
2021100958,20.6,20,103.23,40.9
2021100955,9.5,6,101.47,8.47
2021100949,15.9,10,98.91,17.78
2021100948,11.5,7,107.07,20.27
2021100946,25.6,19,106.25,20.98
2021100945,14.2,12,102.08,29.68
2021100944,15.6,10,104.4,23.68
2021100941,29.3,18,115.25,23.58
2021100937,27.9,19,88.81,19.35
2021100934,14.8,10,90.94,23.17
2021100930,28.7,18,87.01,21.3
2021100928,30.7,21,107.07,22.38
2021100924,35.4,21,105.59,33.45
2021100922,8.7,6,75.8,11.5
2021100919,15.8,11,96.19,35.53
2021100914,12.6,8,94.93,10.42
2021100912,24.5,19,103,22.93
2021100909,25.1,14,98.46,41.57
2021100908,12.5,7,109.39,17.78
2021100907,39.6,28,99.9,69.62
2021100904,20.3,13,98.56,23.43
2021100902,21.3,15,109.84,12.02
2021100899,35.4,23,91.05,22.43
2021100892,64.7,38,105.61,46.53
2021100889,19.7,20,99.25,26.33
2021100887,39.1,29,109.49,43.23
2021100886,1,1,107.78,0.83
2021100884,17.9,12,107.03,20.32
2021100882,3.5,3,104.78,6.92
2021100878,6.6,5,91.42,13.35
2021100877,27.6,19,99.35,36.05
2021100870,35.6,21,91.59,31.28
2021100868,15.6,12,107.14,22.02
2021100867,22.3,16,71.49,28.8
2021100866,17.4,10,102.02,17.77
2021100865,26,20,95.2,26.07
2021100861,32.9,20,99.22,41.12
2021100860,14.8,11,95.21,15.52
2021100856,32.8,20,105.21,24.43
2021100854,40.2,23,105.8,40.3
2021100852,15.1,14,94.78,19.48
2021100842,22.8,16,100.01,31.8
2021100839,8,6,102.15,12.52
2021100834,8.4,7,49.38,7.33
2021100833,12.2,7,98.78,14.77
2021100832,17.6,11,101.03,37.85
2021100830,13.2,12,94.44,9.38
2021100828,15.9,10,83.3,16.07
2021100827,22.7,15,102.56,18.43
2021100811,21.1,16,104.22,31.12
2021100808,7.3,7,105.08,5.8
2021100804,12.5,10,103.72,14.77
2021100797,50.9,35,102.61,43.35
2021100793,15.2,14,103.97,28.95
2021100790,18.1,12,107.96,25.45
2021100785,21.2,14,107.96,14.9
2021100784,37.5,26,99.41,44.25
2021100783,21.1,14,109.2,23.7
2021100778,45.4,29,98.25,75.23
2021100777,33.3,22,99.3,37.73
2021100774,17.8,13,102.24,16.18
2021100772,39.8,31,104.31,20.8
2021100768,21.1,19,106.6,15.5
2021100766,25.6,23,102.87,18.52
2021100765,14.5,10,100.95,34.07
2021100764,19.5,18,106.98,14.57
2021100762,11,7,102.92,15.93
2021100760,13.5,14,104.31,16
2021100757,16.6,12,113.88,8.47
2021100755,8,6,105.17,17.03
2021100753,37.4,28,107.23,40.45
2021100752,12.1,8,104.52,21.62
2021100742,16.7,18,101.49,14.17
2021100740,17.6,12,103.14,18.55
2021100739,20.6,13,106.69,48.35
2021100738,41,27,102.41,38.53
2021100737,36.8,27,107.23,29.47
2021100733,32.2,21,105.24,19.88
2021100723,7.8,6,105.6,16.28
2021100715,23.5,15,104.99,28.17
2021100713,24.2,23,107.85,20.08
2021100710,20.4,20,101.2,17.42
2021100708,17.3,12,102.79,20.3
2021100707,17.4,12,109.33,19.2
2021100701,23.8,19,105.15,21.92
2021100698,20.8,15,102.87,30.45
2021100696,20,16,105.17,29.7
2021100690,19.6,13,104.6,30.03
2021100688,8.1,5,97.64,5.52
2021100686,59.2,39,102.42,30.65
2021100682,19.5,14,102.87,18.93
2021100679,37.1,28,99.3,25.73
2021100676,31,22,99.43,30.6
2021100672,6.8,9,102.93,11.87
2021100666,45.2,30,107.34,66.43
2021100661,40.4,28,108.22,47.93
2021100644,20.3,14,94.98,43.32
2021100642,50.5,31,96.31,33.72
2021100640,11,7,91.95,20.93
2021100636,20.1,13,95.06,18.13
2021100634,8.7,7,93.51,13.28
2021100628,29.3,22,95.04,25.52
2021100627,34.8,23,98.31,34.48
2021100626,17.8,13,99.98,18.03
2021100625,20.6,20,100.02,12.72
2021100622,9.5,7,96.89,11.57
2021100619,24.7,16,95.68,23.05
2021100617,10.5,6,99.05,16.45
2021100613,10,7,99.85,14.35
2021100609,17.5,13,94.33,10.95
2021100605,15.8,11,97.67,34.28
2021100600,18.6,19,108.81,11.97
2021100599,38.6,28,104.02,28.58
2021100598,3.4,2,93.37,6.55
2021100597,22.2,14,79.21,33.87
2021100596,26.1,16,82.44,28.13
2021100595,22.8,18,97.76,18.93
2021100594,13.9,13,90.53,11.47
2021100590,15.3,11,92.72,25.18
2021100586,26.5,17,100.69,41.55
2021100577,14.9,12,86.31,8.68
2021100574,24.9,16,96.91,18.55
2021100570,32,19,99.18,53.47
2021100568,37,22,89.31,44.02
2021100567,22.2,18,97.53,34.03
2021100565,23.7,20,99.62,32.98
2021100557,18.1,12,79.09,15.68
2021100552,20.7,15,66.19,23.67
2021100549,15.8,11,106,21.4
2021100547,14.5,11,94.85,28.75
2021100543,20.9,14,103.99,26.67
2021100538,24.2,17,103.61,17.27
2021100536,29.9,18,102.38,38.5
2021100533,11.8,9,96.99,15.73
2021100532,9.5,6,98.5,11.6
2021100530,23.3,13,109.98,40.82
2021100529,29,20,105.79,23.52
2021100525,34.5,21,106.51,25.07
2021100524,6.6,7,113,12.22
2021100523,31.8,21,107.09,33.77
2021100522,16.5,18,109,24.62
2021100517,15.9,10,91.43,31.97
2021100514,43.2,25,83.05,30.78
2021100508,32.3,26,98.61,29.98
2021100507,11,7,98.33,14.92
2021100504,32,23,106.73,32.27
2021100488,20.1,13,93.55,18.62
2021100483,48,34,101.41,31.72
2021100482,5.1,4,109.86,9.07
2021100479,28.5,17,108.96,23.32
2021100477,30.7,19,106.19,23.7
2021100476,12.4,7,96.7,14.37
2021100473,12.4,9,105.59,18.32
2021100465,5.2,4,108.33,2.62
2021100464,17,12,98.84,26.57
2021100463,12.3,9,101.59,16.65
2021100460,24.8,17,97.01,23.23
2021100455,38.7,23,99.39,36.28
2021100452,20.1,18,106.97,17.05
2021100443,33.1,29,102.89,19.17
2021100442,23.2,22,103.71,21.73
2021100439,10.6,8,80.89,13.23
2021100438,21.5,13,59.68,15.38
2021100437,7.6,6,85.21,10.52
2021100436,31.5,20,105.68,19.15
2021100433,22.5,14,87.95,25.23
2021100432,16.6,13,84.93,21.07
2021100429,10.7,7,68.39,15.53
2021100424,34.6,21,103.62,25.43
2021100422,10.1,6,94.86,13.95
2021100418,22.8,15,107.4,18.32
2021100415,37.1,27,96.87,35.22
2021100413,18.7,12,104.98,14.63
2021100411,28.7,18,104.31,45.32
2021100405,13.7,11,104.06,14.05
2021100403,14.9,9,113.43,25.88
2021100402,24.9,21,101.63,16.08
2021100395,10.6,7,79.56,15.8
2021100394,19.2,20,102.52,30.65
2021100389,9.9,11,44.38,7.58
2021100381,44.9,26,98.31,32.1
2021100377,17.7,12,98.25,16.12
2021100376,8.9,7,97.12,8.18
2021100375,22.5,15,102.86,17.13
2021100372,15.4,14,92.81,17.43
2021100370,24.1,17,95.69,25
2021100364,29,20,100.1,48.33
2021100363,17.6,18,97.26,31.27
2021100351,30.5,23,99.45,37.98
2021100350,28.2,16,105.93,16.2
2021100349,15.1,15,106.08,20.58
2021100348,21.1,16,107.4,29.93
2021100347,35.4,21,107.95,34.75
2021100346,17.6,18,105.83,17.57
2021100339,28.8,23,99.68,30.37
2021100338,32.7,20,100.02,19.75
2021100336,24.9,21,100.72,16.28
2021100334,15.6,9,99.88,13.3
2021100333,31.5,21,100.85,24
2021100332,22,18,101.77,16.58
2021100330,18.2,13,88.43,28.28
2021100329,3.9,3,88.1,2.55
2021100313,13,9,104.64,23.13
2021100308,16.6,11,91.3,16.28
2021100305,20,13,101.96,38.4
2021100293,11.5,8,89.84,20.15
2021100291,14.5,16,95.35,19.57
2021100286,22,18,102.45,12.52
2021100275,38.9,22,104.34,45.07
2021100272,15,13,94.74,22.32
2021100261,18.3,12,100.31,24.13
2021100260,16.4,10,103.31,15.3
2021100259,16.4,16,95.37,18.33
2021100252,20.6,20,98.99,31.18
2021100251,39.3,29,103.98,21.7
2021100246,18.6,19,96.49,20.55
2021100245,19.3,14,99.45,26.63
2021100243,15.9,16,100.49,16.4
2021100239,10.6,7,106.7,7.33
2021100236,17.5,13,100.3,36.37
2021100234,20.9,14,93.7,44.62
2021100230,23.1,15,93.03,26.95
2021100228,6.4,8,105.23,7.77
2021100225,31,23,94.76,28.7
2021100224,17.7,11,98.79,22.12
2021100217,22,14,102.67,19.18
2021100216,25.2,15,108.82,22.77
2021100212,46.4,27,96.41,34.72
2021100210,13,10,106.23,7.5
2021100209,20.1,20,97.08,42.6
2021100207,30.3,20,101.54,21.92
2021100203,25.8,18,103.39,31.25
2021100202,19.7,13,105.61,23.57
2021100201,35,21,108.19,28.02
2021100200,16.3,11,106.83,17.68
2021100197,30.1,24,104.71,26.42
2021100193,42.9,24,105.8,39.15
2021100184,23.2,16,90.69,21.92
2021100182,20.6,14,96.27,14.78
2021100174,47,34,99.88,32.17
2021100171,11.4,11,100.1,16.18
2021100170,22.7,15,104.58,26.8
2021100164,43,25,101.61,27.65
2021100160,38.2,28,105.65,24.02
2021100158,19.7,19,96.99,23.08
2021100157,14.9,10,113.69,10.65
2021100153,30,24,106.83,30.18
2021100149,24.8,19,99.7,21.18
2021100139,47.4,29,101.03,86.73
2021100138,25.4,16,70.07,29.35
2021100132,45.8,30,102.55,71.12
2021100128,17.1,11,93.98,39.8
2021100127,14.8,12,93.93,20.82
2021100116,24,17,105.5,14.52
2021100115,15.6,9,105.79,13.65
2021100114,5.8,3,97.28,4.78
2021100112,25.1,19,105.47,22.02
2021100111,18.5,18,100.28,21.88
2021100107,21.6,22,103.58,18.23
2021100106,10.6,7,94.25,14.35
2021100105,26.1,20,102.86,27.32
2021100101,42.2,24,107.43,26.57
2021100099,17.6,18,98.49,34.38
2021100095,14.8,12,93.62,23.03
2021100094,28.3,22,95.84,26.52
2021100093,14.1,15,87.35,8.2
2021100090,24.1,18,102.98,17.73
2021100085,18.2,12,105.86,38.45
2021100081,37.1,28,102.44,32.75
2021100075,18.6,12,100.14,21.68
2021100073,16.4,14,101.61,18.25
2021100066,24.5,15,108.18,22.4
2021100064,35.8,24,98.38,47.57
2021100061,12.4,7,103.26,17.77
2021100057,27.2,16,108.44,23.27
2021100048,9.7,8,104.61,6.1
2021100042,14.8,13,97.95,27.8
2021100034,46.4,31,99.61,39.95
2021100033,21.2,16,93.65,34.48
2021100032,6.1,8,96.12,12.1
2021100031,15,9,112.19,11.88
2021100030,17.6,11,106.97,13.67
2021100028,21,14,98.33,32.35
2021100023,25.1,15,106.44,19.27
2021100021,23.9,20,100.31,18.02
2021100018,23.2,16,93.67,21.33
2021100016,15.3,14,103.15,33.92
2021100009,25.5,22,100.41,23.35
2021100005,32.8,24,98.58,42.1
2021091793,19.5,13,106.15,24.43
2021091784,22.3,15,97.99,19.38
2021091780,17.7,24,107.13,25.22
2021091779,33.9,21,107.4,25.48
2021091777,34.2,21,107.89,17.7
2021091772,15.2,10,102.06,11.25
2021091769,37.8,24,98.54,29.97
2021091768,30.3,22,97.24,36.27
2021091766,22.5,16,97.21,44.23
2021091764,12.7,8,103.95,9.17
2021091763,4.7,4,102.18,9.87
2021091762,14.1,15,93.03,7.28
2021091759,13.3,9,109.19,11.1
2021091758,7.3,4,102.57,10.97
2021091756,10.7,16,106.38,10.83
2021091753,25,19,103.96,20.07
2021091751,33.8,20,105.15,24.17
2021091740,6.9,6,100.85,13.55
2021091735,26.6,18,97.17,36.42
2021091729,16,11,104.57,16.77
2021091728,13.4,8,105.2,12.87
2021091727,16.8,12,104.32,13.3
2021091722,15.9,10,106.63,17.08
2021091719,38.1,28,105.65,28.4
2021091715,42.2,24,102.21,44.02
2021091712,23.5,16,103.46,43.18
2021091711,38.5,26,89.58,37.72
2021091709,19.5,12,99.4,28.88
2021091708,15.9,10,86.72,21.75
2021091705,17.4,12,100.16,13.78
2021091703,14.5,12,99.34,34.45
2021091700,20,17,103.06,18.13
2021091697,12.8,12,94.66,8.55
2021091694,18.3,14,101.36,34.92
2021091691,3.9,4,106.35,7.6
2021091690,18.9,18,99.31,11.87
2021091682,11.5,8,96.93,22.38
2021091681,16.1,14,98.08,28.12
2021091676,8.7,6,87.36,17.73
2021091675,25.5,21,102.12,27.13
2021091669,9.9,7,108.35,16.28
2021091664,14,10,104.33,24.82
2021091660,10.8,11,88.15,8.75
2021091658,0.8,2,106.36,1.28
2021091656,29.9,22,98.19,20.02
2021091654,35.1,21,106.47,24.07
2021091650,23.1,18,95.64,16.57
2021091649,8.4,7,89.83,8.45
2021091647,18.4,12,96.55,15.55
2021091643,25.5,16,102.13,24.53
2021091636,11.8,7,101.64,24.2
2021091634,18.2,14,104.95,26.2
2021091630,19,12,103.88,21.75
2021091624,41.2,24,105.73,43.55
2021091621,15.8,14,102.33,32.98
2021091619,17.6,18,101.3,29.02
2021091617,3.2,5,110.84,5.27
2021091616,19.2,20,102.25,32.63
2021091615,7,7,111.29,10.05
